Table Name,Field Name,Field Type,Description,Example,Include,Tags,Transformation,Target Deployment,Flag,Table Reference,Field Reference,Is Primary?,Unique,Risk Status,Risk Type,Transformation1,Change Notes
FACT_ORDERS,ORDER_DTM,TIMESTAMP 10,Date and time of the order,1/12/12 9:25,Yes,TIMESTAMP,RELATIVE_DATE,Q1 2020,,,,,Yes,Moderate,Date,Date shifted,
FACT_ORDERS,ORDER_DURATION_AMOUNT,DECIMAL 18,Duration of the order,24,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_EFFECTIVE_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,10000101,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_EFFECTIVE_DTM,TIMESTAMP 10,Date and time the order became effective,1000-01-01 0:00:00,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_ORDERS,ORDER_EFFECTIVE_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,0,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_EXPIRATION_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,99991231,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_EXPIRATION_DTM,TIMESTAMP 10,Date and time the order expired,1000-01-01 0:00:00,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_ORDERS,ORDER_EXPIRATION_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,2359,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_FORM_DESCRIPTION,VARCHAR 255,Description of the order,capsule,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_FREQUENCY,VARCHAR 255,How often the order should be applied,Daily,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_ID,BIGINT 8,The unique Order number,125295757,Yes,,HASHING,Q1 2020,,,,,Yes,High,Unique ID,Hashed,
FACT_ORDERS,ORDER_INSTRUCTIONS,"CLOB 1,048,576",Instruction for the order,ibuprofen  800 mg Tab 1 TABLET PO prn,Yes,,TEXT_PROCESSING,Q1 2020,,,,,,,,,ONLY IN UNSTRUCTURED REPORT
FACT_ORDERS,ORDER_ITEM_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_ORDER_ITEM table which provides information about the specified order item,239774683,Yes,,,Q1 2020,,DIM_ORDER_ITEM,ORDER_ITEM_DK,FOREIGN,Yes,Low,-,No change,
FACT_ORDERS,ORDER_PRIORITY,VARCHAR 50,The priority of the order,A,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_QUANTITY,DECIMAL 18,Total quantity of the order,0,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_REFILLS_ALLOWED,INTEGER 4,Numeric value of how often the order can be placed,0,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_ROUTE_CODE,VARCHAR 15,The location where the order is administered,PO,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_ROUTE_DESCRIPTION,VARCHAR 255,Description of the route code,PO,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_START_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,20120112,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_START_DTM,TIMESTAMP 10,Date and time the order started,1/12/12 9:39,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_ORDERS,ORDER_START_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,939,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_STATUS,VARCHAR 50,"The status of the order. e.g ACTIVE, COMPLETED, DISCONTINUED etc",Active,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_STOP_DATE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,99991231,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_STOP_DTM,TIMESTAMP 10,Date and time the order stopped,12/31/99 23:59,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_ORDERS,ORDER_STOP_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,2359,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_STRENGTH,VARCHAR 15,Quantity in units of the order,100,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_STRENGTH_UNITS,VARCHAR 15,Description of the quantity in units,mg,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_SUB_STATUS,VARCHAR 50,"The sub status of the order. e.g. INDIVIDUAL ORDER, POWERPLAN etc",DC,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_SUBTYPE_CODE,VARCHAR 50,"The subtype of the order. e.g. ""RX"", ""Normal Order"" etc",RX,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_TIME_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,925,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ORDER_TYPE_CODE,VARCHAR 15,The type of order being made,MED,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_TYPE_DESCRIPTION,VARCHAR 255,"The type of order being made. e.g. ""Prescription Medication Order"", ""Inpatient Medication Order"" etc",Prescription Medication Order - Historical,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDER_VOLUME,DECIMAL 18,Total volume of the order,0,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ORDERING_LOCATION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_LOCATION table which provides information about the specified location,2500102677,No,,,Q1 2020,,DIM_LOCATION,LOCATION_DK,FOREIGN,,,,,
FACT_ORDERS,ORDERING_PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,2500143116,Yes,,HASHING,Q1 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_ORDERS,ORDERS_COUNT,BIGINT 8,Record count is always set to 1 and can be summed to generate counts for query result sets,1,No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,PATIENT_AGE_AT_EVENT,INTEGER 4,"Patient age at the time of the event, in years",45,Yes,,AGE,Q1 2020,,,,,,Moderate,Age,Limited to 89+,8/31 New field
FACT_ORDERS,PATIENT_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_PATIENT table which provides information about the specified patient,100000001,Yes,,HASHING,Q1 2020,,DIM_PATIENT,PATIENT_DK,FOREIGN,Yes,High,Unique ID,Hashed,
FACT_ORDERS,PATIENT_GEO_CODE_AT_EVENT,VARCHAR 50,This field is not populated in any table and will eventually be removed,(No data),No,,,Q1 2020,,,,,,,,,
FACT_ORDERS,PRN_FLAG,CHARACTER 1,"Flag indicating the clinical finding, diagnosis, procedure, or regime/therapy that is the reason a medication dosage is prescribed to take as needed",Y,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_ORDERS,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,1000-01-01 0:00:00,Ignore,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,256,Ignore,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,8/3/17 2:29,Ignore,,,Q1 2020,,,,,,,,,
FACT_ORDERS,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,18337,Yes,,,Q1 2021,VALIDATION_ID_FIELD,,,,,Low,-,No change,
FACT_ORDERS,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,12/31/99 23:59,Ignore,,,Q1 2020,,,,,,,,,
FACT_ORDERS,SOURCE_SYSTEM_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_SOURCE_SYSTEM table which provides information about the specified source system,18337,Yes,,,Q1 2020,,DIM_SOURCE_SYSTEM,SOURCE_SYSTEM_DK,FOREIGN,,Low,-,No change,
FACT_ORDERS,SOURCE_SYSTEM_KEY,VARCHAR 255,Proprietary key values to original source application,125295757,Yes,,HASHING,Q1 2020,,,,,,High,Unique ID,Hashed,8/31 New field
FACT_PATHOLOGY,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_PATHOLOGY,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_PATHOLOGY,ENCOUNTER_ID,VARCHAR 15,"A set of consultations, procedural event(s), and/or medical condition(s) made into one record. It is represented by the patient's Mayo Clinic number concantenated with the patient's visit number",12345678,Yes,,HASHING,Q1 2020,,,,,,High,Unique ID,Hashed,
FACT_PATHOLOGY,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_PATHOLOGY,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_PATHOLOGY,LOCATION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_LOCATION table which provides information about the specified location,6676,No,,HASHING,Q1 2020,,DIM_LOCATION,LOCATION_DK,FOREIGN,,,,,
FACT_PATHOLOGY,LOCATION_SITE_NAME,VARCHAR 50,Site abbreviation for the practice where the event occurred,RST,Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
FACT_PATHOLOGY,ORDERING_PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,2504879246,Yes,,HASHING,Q1 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_PATHOLOGY,PATHOLOGY_COUNT,BIGINT 8,A value set to '1' for each pathology record that can be summed to generate aggregates for query result sets,1,No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,PATHOLOGY_FPK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the FACT_PATHOLOGY table,3723765,Yes,,HASHING,Q1 2020,,FACT_PATHOLOGY,,PRIMARY,Yes,Low,-,Hashed,
FACT_PATHOLOGY,PATIENT_AGE_AT_EVENT,INTEGER 4,"Patient age at the time of the event, in years",45,Yes,,AGE,Q1 2020,,,,,,Moderate,Age,Limited to 89+,8/31 New field
FACT_PATHOLOGY,PATIENT_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_PATIENT table which provides information about the specified patient,100000001,Yes,,HASHING,Q1 2020,,DIM_PATIENT,PATIENT_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_PATHOLOGY,PATIENT_GEO_CODE_AT_EVENT,VARCHAR 50,This field is not populated in any table and will eventually be removed,(No data),No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,PROVIDER_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_HEALTHCARE_PROVIDER table which provides information about the specified healthcare provider,2504885992,Yes,,HASHING,Q1 2020,,DIM_HEALTHCARE_PROVIDER,PROVIDER_DK,FOREIGN,,High,Unique ID,Hashed,
FACT_PATHOLOGY,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,7/30/17 23:59,Ignore,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,1,Ignore,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,8/2/17 14:39,Ignore,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,15045,Yes,,,Q1 2021,VALIDATION_ID_FIELD,,,,,Low,-,No change,
FACT_PATHOLOGY,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,12/31/99 23:59,Ignore,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,SOURCE_SYSTEM_DK,BIGINT 8,Unique identifier Used as a foreign key to access a specific row within the DIM_SOURCE_SYSTEM table which provides information about the specified source system,15045,Yes,,,Q1 2020,,DIM_SOURCE_SYSTEM,SOURCE_SYSTEM_DK,FOREIGN,,Low,-,No change,
FACT_PATHOLOGY,SOURCE_SYSTEM_KEY,VARCHAR 255,Proprietary key values to original source application,amml3478323,Yes,,HASHING,Q1 2020,,,,,,High,Unique ID,Hashed,8/31 New field
FACT_PATHOLOGY,SPECIMEN_ACCESSION_DATE_DK,BIGINT 8,Unique identifier Used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,SPECIMEN_ACCESSION_DTM,TIMESTAMP 10,Date and time accession number was assigned to the specimen,12/9/92 0:00,Yes,TIMESTAMP,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_PATHOLOGY,SPECIMEN_ACCESSION_NUMBER,VARCHAR 255,Primay identifier for pathologies,KR92-5639,Yes,,HASHING,Q1 2020,,,,,,High,Unique ID,Hashed,
FACT_PATHOLOGY,SPECIMEN_ACCESSION_TIME_DK,BIGINT 8,Unique identifier Used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,SPECIMEN_CLASS_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_SPECIMEN_CLASS table which provides information about the specified specimen class,3009,Yes,,,Q1 2020,,DIM_SPECIMEN_CLASS,SPECIMEN_CLASS_DK,FOREIGN,,Low,-,No change,
FACT_PATHOLOGY,SPECIMEN_CLIENT,VARCHAR 100,Service or System requesting the specimen test,Mayo,No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,SPECIMEN_COLLECTION_DATE_DK,BIGINT 8,Unique identifier Used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,SPECIMEN_COLLECTION_DTM,TIMESTAMP 10,Date and time specimen was collected,12/9/92 0:00,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_PATHOLOGY,SPECIMEN_COLLECTION_TIME_DK,BIGINT 8,Unique identifier Used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,SPECIMEN_COMMENT,VARCHAR 255,Comment about specimen,(Freeform text),Yes,,TEXT_PROCESSING,Q1 2020,,,,,,,,,ONLY IN UNSTRUCTURED REPORT
FACT_PATHOLOGY,SPECIMEN_NOTE,"CLOB 1,048,576",Notes about the specimen,{\rtf1\ansi \deff0{\fonttbl{\f0\fmodern Courier New;}}{\colortbl;\red0\green0\blue0;\red255\green255\blue255;}\deftab360\plain \f0 \fs16 \pard\ \tx360 \tx720 \tx1080 \tx1440 \tx1800 \tx2160 \tx2520 \tx2880 \tx3240 \tx3600 \tx3960 \tx4320 \tx4680 \tx5040      Tissue consists of skeletal and fibrous tissue.  IMPRESSION: \par Non-diagnostic.},Yes,,TEXT_PROCESSING,Q1 2020,,,,,,,,,ONLY IN UNSTRUCTURED REPORT
FACT_PATHOLOGY,SPECIMEN_NUMBER,VARCHAR 100,ID number assigned to a specimen,KR92-5639,Yes,,HASHING,Q1 2020,,,,,,Moderate,-,Hashed,
FACT_PATHOLOGY,SPECIMEN_NUMBER_FORMATTED,VARCHAR 100,ID Number formatted,KR92-5639,Yes,,HASHING,Q1 2020,,,,,,Moderate,-,Hashed,
FACT_PATHOLOGY,SPECIMEN_PRIORITY_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_SPECIMEN_PRIORITY table which provides information about the specified specimen priority,1409006,Yes,,,Q1 2020,,DIM_SPECIMEN_PRIORITY,SPECIMEN_PRIORITY_DK,FOREIGN,,Low,-,No change,
FACT_PATHOLOGY,SPECIMEN_RECEIVED_DATE_DK,BIGINT 8,Unique identifier Used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,SPECIMEN_RECEIVED_DTM,TIMESTAMP 10,Date and time specimen was received,12/9/92 13:15,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_PATHOLOGY,SPECIMEN_RECEIVED_TIME_DK,BIGINT 8,Unique identifier Used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,SPECIMEN_RESULT_DATE_DK,BIGINT 8,Unique identifier Used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,SPECIMEN_RESULT_DTM,TIMESTAMP 10,Date and time specimen results were in,1000-01-01 0:00:00,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_PATHOLOGY,SPECIMEN_RESULT_TIME_DK,BIGINT 8,Unique identifier Used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,SPECIMEN_SERVICE_DESCRIPTION,VARCHAR 255,Description of service applied to specimen,DTC,Yes,,,Q1 2020,,,,,,Low,-,No change,
FACT_PATHOLOGY,SPECIMEN_STATUS_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_SPECIMEN_STATUS table which provides information about the specified specimen status,3001,Yes,,,Q1 2020,,DIM_SPECIMEN_STATUS,SPECIMEN_STATUS_DK,FOREIGN,,Low,-,No change,
FACT_PATHOLOGY,SPECIMEN_UPDATE_DATE_DK,BIGINT 8,Unique identifier Used as a foreign key to access a specific row in the DIM_DATE table which provides information about the specified date,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY,SPECIMEN_UPDATE_DTM,TIMESTAMP 10,Date and time specimen was updated,9/25/02 0:03,Yes,,RELATIVE_DATE,Q1 2020,,,,,,Moderate,Date,Date shifted,
FACT_PATHOLOGY,SPECIMEN_UPDATE_TIME_DK,BIGINT 8,Unique identifier Used as a foreign key to access a specific row within the DIM_TIME_MINUTE table which provides information about the specified time,(Key value),No,,,Q1 2020,,,,,,,,,
FACT_PATHOLOGY_EXTENDED_REPORT,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_PATHOLOGY_EXTENDED_REPORT,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_PATHOLOGY_EXTENDED_REPORT,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_PATHOLOGY_EXTENDED_REPORT,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
FACT_PATHOLOGY_EXTENDED_REPORT,PATHOLOGY_COUNT,BIGINT 8,A value set to '1' for each pathology record that can be summed to generate aggregates for query result sets,1,No,,,Q2-Q4 2020,,,,,,,,,
FACT_PATHOLOGY_EXTENDED_REPORT,PATHOLOGY_FPK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the FACT_PATHOLOGY table,10007781,Yes,,HASHING,Q2-Q4 2020,,FACT_PATHOLOGY,PATHOLOGY_FPK,FOREIGN,Yes,Moderate,Unique ID,Hashed,
FACT_PATHOLOGY_EXTENDED_REPORT,PATIENT_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_PATIENT table which provides information about the specified patient,10000001,Yes,,HASHING,Q2-Q4 2020,,DIM_PATIENT,PATIENT_DK,FOREIGN,,Moderate,Unique ID,Hashed,
FACT_PATHOLOGY_EXTENDED_REPORT,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_PATHOLOGY_EXTENDED_REPORT,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,9/1/17 1:30,Ignore,,,Q2-Q4 2020,,,,,,,,,
FACT_PATHOLOGY_EXTENDED_REPORT,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,48713,Ignore,,,Q2-Q4 2020,,,,,,,,,
